target_id	length	eff_length	est_counts	tpm
GCF_000006625.1_ASM662v1	751719	751451	0	0
GCF_000007585.1_ASM758v1	2343476	2.34321e+06	86.602	7.4155
GCF_000009925.1_ASM992v1	5311000	5.31073e+06	383739	14497.9
GCF_000010505.1_ASM1050v1	2354886	2.35462e+06	0.00969062	0.000825762
GCF_000011045.1_ASM1104v1	3005051	3.00478e+06	0	0
GCF_000011065.1_ASM1106v1	6293409	6.29314e+06	46714.9	1489.4
GCF_000012845.1_ASM1284v1	4811379	4.81111e+06	14.0691	0.586739
GCF_000015325.1_ASM1532v1	5352772	5.3525e+06	8251	309.295
GCF_000018685.1_ASM1868v1	4847594	4.84733e+06	0	0
GCF_000020225.1_ASM2022v1	2664102	2.66383e+06	16.1833	1.21894
GCF_000020605.1_ASM2060v1	3449685	3.44942e+06	0	0
GCF_000022065.1_ASM2206v1	4068724	4.06846e+06	1.00001	0.0493172
GCF_000026525.1_ASM2652v1	3033116	3.03285e+06	4585.54	303.364
GCF_000055945.1_ASM5594v1	1719044	1.71878e+06	0	0
GCF_000091345.1_ASM9134v1	1576758	1.57649e+06	2353.46	299.529
GCF_000091405.1_ASM9140v1	1785136	1.78487e+06	4.18834	0.470825
GCF_000142965.1_ASM14296v1	3323183	3.32292e+06	152.99	9.23778
GCF_000144405.1_ASM14440v1	3168292	3.16802e+06	651.264	41.247
GCF_000144625.1_ASM14462v1	4662871	4.6626e+06	0	0
GCF_000145035.1_ASM14503v1	4404997	4.40473e+06	1.00367	0.0457189
GCF_000153905.1_ASM15390v1	3625318	3.62505e+06	1.01077	0.0559453
GCF_000153925.1_ASM15392v1	2740036	2.73977e+06	0	0
GCF_000154065.1_ASM15406v1	2914343	2.91408e+06	1.00785	0.0693936
GCF_000154105.1_ASM15410v1	4433047	4.43278e+06	4.14011	0.187396
GCF_000154125.1_ASM15412v1	6463699	6.46343e+06	5465.55	169.666
GCF_000154205.1_ASM15420v1	4717977	4.71771e+06	5.02656	0.213778
GCF_000154305.1_ASM15430v1	3606016	3.60575e+06	5.95034	0.331109
GCF_000154345.1_ASM15434v1	3270319	3.27005e+06	0	0
GCF_000154365.1_ASM15436v1	6557758	6.55749e+06	0	0
GCF_000154385.1_ASM15438v1	3127263	3.127e+06	18127.7	1163.16
GCF_000154425.1_ASM15442v1	3102397	3.10213e+06	16788.9	1085.89
GCF_000154465.1_ASM15446v1	2550068	2.5498e+06	1.02236	0.0804493
GCF_000154505.1_ASM15450v1	3620575	3.62031e+06	16457	912.071
GCF_000154565.1_ASM15456v1	3719238	3.71897e+06	3.62673	0.195666
GCF_000154825.1_ASM15482v1	2284653	2.28439e+06	0	0
GCF_000155205.1_ASM15520v1	2730345	2.73008e+06	113387	8333.23
GCF_000155815.1_ASM15581v1	4158670	4.1584e+06	0	0
GCF_000155875.1_ASM15587v1	3239365	3.2391e+06	2.01678	0.124928
GCF_000155915.2_Lacto_jensenii_1153_V2	1737966	1.7377e+06	103.089	11.9032
GCF_000156015.1_ASM15601v1	2483291	2.48302e+06	0	0
GCF_000156035.2_ASM15603v2	3864166	3.8639e+06	9.23738	0.479675
GCF_000156075.1_ASM15607v1	5489043	5.48878e+06	16.5123	0.60361
GCF_000156175.1_ASM15617v1	1804837	1.80457e+06	0	0
