target_id	length	eff_length	est_counts	tpm
GCF_000006625.1_ASM662v1	751719	751451	0	0
GCF_000007585.1_ASM758v1	2343476	2.34321e+06	71.036	6.42706
GCF_000009925.1_ASM992v1	5311000	5.31073e+06	90372	3607.65
GCF_000010505.1_ASM1050v1	2354886	2.35462e+06	218.257	19.6513
GCF_000011045.1_ASM1104v1	3005051	3.00478e+06	59.8074	4.21975
GCF_000011065.1_ASM1106v1	6293409	6.29314e+06	13.4793	0.454093
GCF_000012845.1_ASM1284v1	4811379	4.81111e+06	0	0
GCF_000015325.1_ASM1532v1	5352772	5.3525e+06	0	0
GCF_000018685.1_ASM1868v1	4847594	4.84733e+06	0	0
GCF_000020225.1_ASM2022v1	2664102	2.66383e+06	0	0
GCF_000020605.1_ASM2060v1	3449685	3.44942e+06	2.03765	0.125236
GCF_000022065.1_ASM2206v1	4068724	4.06846e+06	6732.07	350.803
GCF_000026525.1_ASM2652v1	3033116	3.03285e+06	13.2484	0.926097
GCF_000055945.1_ASM5594v1	1719044	1.71878e+06	33219	4097.44
GCF_000091345.1_ASM9134v1	1576758	1.57649e+06	0	0
GCF_000091405.1_ASM9140v1	1785136	1.78487e+06	2.0933	0.248639
GCF_000142965.1_ASM14296v1	3323183	3.32292e+06	576044	36752
GCF_000144405.1_ASM14440v1	3168292	3.16802e+06	0	0
GCF_000144625.1_ASM14462v1	4662871	4.6626e+06	0	0
GCF_000145035.1_ASM14503v1	4404997	4.40473e+06	23.4121	1.12685
GCF_000153905.1_ASM15390v1	3625318	3.62505e+06	5.1774	0.302791
GCF_000153925.1_ASM15392v1	2740036	2.73977e+06	4.2989	0.332651
GCF_000154065.1_ASM15406v1	2914343	2.91408e+06	4.07408	0.296397
GCF_000154105.1_ASM15410v1	4433047	4.43278e+06	2.16995	0.103781
GCF_000154125.1_ASM15412v1	6463699	6.46343e+06	667.194	21.8844
GCF_000154205.1_ASM15420v1	4717977	4.71771e+06	3.55932	0.159949
GCF_000154305.1_ASM15430v1	3606016	3.60575e+06	39.3646	2.31449
GCF_000154345.1_ASM15434v1	3270319	3.27005e+06	1.0153	0.065824
GCF_000154365.1_ASM15436v1	6557758	6.55749e+06	1.39129e+06	44980.6
GCF_000154385.1_ASM15438v1	3127263	3.127e+06	150215	10184.3
GCF_000154425.1_ASM15442v1	3102397	3.10213e+06	26443.4	1807.18
GCF_000154465.1_ASM15446v1	2550068	2.5498e+06	19.1974	1.59618
GCF_000154505.1_ASM15450v1	3620575	3.62031e+06	50211.6	2940.38
GCF_000154565.1_ASM15456v1	3719238	3.71897e+06	11.458	0.653176
GCF_000154825.1_ASM15482v1	2284653	2.28439e+06	0	0
GCF_000155205.1_ASM15520v1	2730345	2.73008e+06	6.99859	0.543476
GCF_000155815.1_ASM15581v1	4158670	4.1584e+06	7.20716	0.367437
GCF_000155875.1_ASM15587v1	3239365	3.2391e+06	5.22646	0.342081
GCF_000155915.2_Lacto_jensenii_1153_V2	1737966	1.7377e+06	0	0
GCF_000156015.1_ASM15601v1	2483291	2.48302e+06	5004.11	427.259
GCF_000156035.2_ASM15603v2	3864166	3.8639e+06	6686.51	366.876
GCF_000156075.1_ASM15607v1	5489043	5.48878e+06	1.05726	0.0408368
GCF_000156175.1_ASM15617v1	1804837	1.80457e+06	0	0
GCF_000156495.1_ASM15649v1	4617498	4.61723e+06	29.8885	1.37236
GCF_000156515.1_ASM15651v1	3887119	3.88685e+06	46525.2	2537.67
GCF_000156535.1_ASM15653v1	4384755	4.38449e+06	45573.7	2203.64
GCF_000156655.1_ASM15665v1	2417520	2.41725e+06	0	0
GCF_000156675.1_ASM15667v1	3053841	3.05357e+06	16651.7	1156.1
GCF_000157015.1_ASM15701v1	5487279	5.48701e+06	56.4569	2.18135
GCF_000157035.2_Bacteroides_sp_2_1_7_V2	5163602	5.16333e+06	1.95915	0.0804419
GCF_000157075.2_Bact_sp_9_1_42FAA_V2	5614858	5.61459e+06	70.6594	2.66807
GCF_000157095.2_Bacteroides_sp_D1_V2	5965949	5.96568e+06	9528.91	338.632
GCF_000157915.1_ASM15791v1	3858283	3.85802e+06	0	0
GCF_000157935.1_ASM15793v1	3508593	3.50833e+06	0	0
GCF_000157955.1_ASM15795v1	3238371	3.2381e+06	67612.5	4426.71
