target_id	length	eff_length	est_counts	tpm
GCF_000006625.1_ASM662v1	751719	751452	0	0
GCF_000007585.1_ASM758v1	2343476	2.34321e+06	29.4314	3.75902
GCF_000009925.1_ASM992v1	5311000	5.31073e+06	119217	6718.29
GCF_000010505.1_ASM1050v1	2354886	2.35462e+06	623.553	79.2552
GCF_000011045.1_ASM1104v1	3005051	3.00478e+06	0	0
GCF_000011065.1_ASM1106v1	6293409	6.29314e+06	2921.68	138.944
GCF_000012845.1_ASM1284v1	4811379	4.81111e+06	1.01369	0.063057
GCF_000015325.1_ASM1532v1	5352772	5.3525e+06	0	0
GCF_000018685.1_ASM1868v1	4847594	4.84733e+06	0	0
GCF_000020225.1_ASM2022v1	2664102	2.66383e+06	1.45495	0.163461
GCF_000020605.1_ASM2060v1	3449685	3.44942e+06	2.02316	0.175533
GCF_000022065.1_ASM2206v1	4068724	4.06846e+06	7098.41	522.163
GCF_000026525.1_ASM2652v1	3033116	3.03285e+06	4.03433	0.398103
GCF_000055945.1_ASM5594v1	1719044	1.71878e+06	12.1097	2.10857
GCF_000091345.1_ASM9134v1	1576758	1.57649e+06	0	0
GCF_000091405.1_ASM9140v1	1785136	1.78487e+06	0	0
GCF_000142965.1_ASM14296v1	3323183	3.32292e+06	43.3058	3.90033
GCF_000144405.1_ASM14440v1	3168292	3.16802e+06	3.70025	0.349556
GCF_000144625.1_ASM14462v1	4662871	4.6626e+06	0	0
GCF_000145035.1_ASM14503v1	4404997	4.40473e+06	1.03781	0.0705137
GCF_000153905.1_ASM15390v1	3625318	3.62505e+06	0	0
GCF_000153925.1_ASM15392v1	2740036	2.73977e+06	1238.84	135.325
GCF_000154065.1_ASM15406v1	2914343	2.91408e+06	8207.76	842.944
GCF_000154105.1_ASM15410v1	4433047	4.43278e+06	5.3336	0.360097
GCF_000154125.1_ASM15412v1	6463699	6.46343e+06	1066.76	49.3943
GCF_000154205.1_ASM15420v1	4717977	4.71771e+06	0	0
GCF_000154305.1_ASM15430v1	3606016	3.60575e+06	0	0
GCF_000154345.1_ASM15434v1	3270319	3.27005e+06	1500.72	137.348
GCF_000154365.1_ASM15436v1	6557758	6.55749e+06	3.5023e-07	1.59842e-08
GCF_000154385.1_ASM15438v1	3127263	3.127e+06	53078.3	5080.01
GCF_000154425.1_ASM15442v1	3102397	3.10213e+06	464.516	44.8143
GCF_000154465.1_ASM15446v1	2550068	2.5498e+06	1.3568	0.159252
GCF_000154505.1_ASM15450v1	3620575	3.62031e+06	3.04763	0.251937
GCF_000154565.1_ASM15456v1	3719238	3.71897e+06	6.16726	0.496301
GCF_000154825.1_ASM15482v1	2284653	2.28439e+06	0	0
GCF_000155205.1_ASM15520v1	2730345	2.73008e+06	0	0
GCF_000155815.1_ASM15581v1	4158670	4.1584e+06	2.23639	0.160952
GCF_000155875.1_ASM15587v1	3239365	3.2391e+06	4.08736	0.377654
GCF_000155915.2_Lacto_jensenii_1153_V2	1737966	1.7377e+06	792.619	136.51
GCF_000156015.1_ASM15601v1	2483291	2.48302e+06	0	0
GCF_000156035.2_ASM15603v2	3864166	3.8639e+06	24.6023	1.90557
GCF_000156075.1_ASM15607v1	5489043	5.48878e+06	2390.05	130.318
GCF_000156175.1_ASM15617v1	1804837	1.80457e+06	0	0
GCF_000156495.1_ASM15649v1	4617498	4.61723e+06	4.15318	0.2692
GCF_000156515.1_ASM15651v1	3887119	3.88685e+06	0	0
GCF_000156535.1_ASM15653v1	4384755	4.38449e+06	11.2552	0.768264
GCF_000156655.1_ASM15665v1	2417520	2.41725e+06	0	0
GCF_000156675.1_ASM15667v1	3053841	3.05357e+06	0	0
GCF_000157015.1_ASM15701v1	5487279	5.48701e+06	51.021	2.78284
GCF_000157035.2_Bacteroides_sp_2_1_7_V2	5163602	5.16333e+06	0.842185	0.0488149
GCF_000157075.2_Bact_sp_9_1_42FAA_V2	5614858	5.61459e+06	5024.68	267.834
GCF_000157095.2_Bacteroides_sp_D1_V2	5965949	5.96568e+06	16.3399	0.81972
GCF_000157915.1_ASM15791v1	3858283	3.85802e+06	25.0296	1.94163
GCF_000157935.1_ASM15793v1	3508593	3.50833e+06	1.00039	0.0853382
GCF_000157955.1_ASM15795v1	3238371	3.2381e+06	17858.4	1650.54
GCF_000157975.1_ASM15797v1	3567748	3.56748e+06	4956.51	415.805
GCF_000157995.1_ASM15799v1	3806625	3.80636e+06	29.2872	2.30273
GCF_000158075.1_ASM15807v1	6230781	6.23051e+06	177483	8525.29
GCF_000158335.2_Bact_dorei_5_1_36_D4_V2	5535188	5.53492e+06	52.2103	2.82306
GCF_000158515.2_Bacteroides_sp_4_3_47FAA_V2	5431515	5.43125e+06	31.8052	1.75256
GCF_000158555.2_Erys_bact_D7_V2	3516300	3.51603e+06	9737.27	828.818
GCF_000158655.1_ASM15865v1	3407776	3.40751e+06	1504.5	132.139
GCF_000159215.1_ASM15921v1	1798398	1.79813e+06	2471.39	411.334
GCF_000159615.1_ASM15961v1	2035025	2.03476e+06	912.007	134.141
GCF_000159875.2_Bact_sp_1_1_6_V2	6753495	6.75323e+06	3177.69	140.823
GCF_000159995.1_ASM15999v1	2583249	2.58298e+06	3579.98	414.796
GCF_000160035.2_ASM16003v2	3477654	3.47739e+06	4902.56	421.934
GCF_000160075.2_ASM16007v2	2042029	2.04176e+06	0	0
GCF_000160095.1_ASM16009v1	6639163	6.6389e+06	9.04123e+06	407574
GCF_000160115.1_ASM16011v1	2169067	2.1688e+06	0	0
GCF_000160135.1_ASM16013v1	2673424	2.67316e+06	2454.48	274.796
GCF_000160635.1_ASM16063v1	2631262	2.63099e+06	1.00369	0.114171
GCF_000160675.1_ASM16067v1	1923388	1.92312e+06	410.406	63.8678
GCF_000162015.1_ASM16201v1	3081989	3.08172e+06	5.32477	0.517109
GCF_000162135.1_ASM16213v1	5210327	5.21006e+06	385.923	22.1684
GCF_000162175.1_ASM16217v1	4892396	4.89213e+06	0	0
GCF_000162215.1_ASM16221v1	4453133	4.45287e+06	0	0
GCF_000162275.1_ASM16227v1	5327964	5.3277e+06	5.21902	0.293173
