target_id	length	eff_length	est_counts	tpm
GCF_000006625.1_ASM662v1	751719	751451	0	0
GCF_000007585.1_ASM758v1	2343476	2.34321e+06	29.9883	2.52241
GCF_000009925.1_ASM992v1	5311000	5.31073e+06	16348.7	606.74
GCF_000010505.1_ASM1050v1	2354886	2.35462e+06	39.3349	3.29255
GCF_000011045.1_ASM1104v1	3005051	3.00478e+06	0	0
GCF_000011065.1_ASM1106v1	6293409	6.29314e+06	0	0
GCF_000012845.1_ASM1284v1	4811379	4.81111e+06	1.00504	0.0411732
GCF_000015325.1_ASM1532v1	5352772	5.3525e+06	0	0
GCF_000018685.1_ASM1868v1	4847594	4.84733e+06	59915.3	2436.19
GCF_000020225.1_ASM2022v1	2664102	2.66383e+06	0	0
GCF_000020605.1_ASM2060v1	3449685	3.44942e+06	4.47646	0.255779
GCF_000022065.1_ASM2206v1	4068724	4.06846e+06	5258.74	254.758
GCF_000026525.1_ASM2652v1	3033116	3.03285e+06	0	0
GCF_000055945.1_ASM5594v1	1719044	1.71878e+06	0	0
GCF_000091345.1_ASM9134v1	1576758	1.57649e+06	2119.95	265.039
GCF_000091405.1_ASM9140v1	1785136	1.78487e+06	1.00082	0.110516
GCF_000142965.1_ASM14296v1	3323183	3.32292e+06	115042	6823.6
GCF_000144405.1_ASM14440v1	3168292	3.16802e+06	206576	12851.9
GCF_000144625.1_ASM14462v1	4662871	4.6626e+06	223.057	9.42895
GCF_000145035.1_ASM14503v1	4404997	4.40473e+06	41497.9	1856.87
GCF_000153905.1_ASM15390v1	3625318	3.62505e+06	0	0
GCF_000153925.1_ASM15392v1	2740036	2.73977e+06	15.6786	1.12789
GCF_000154065.1_ASM15406v1	2914343	2.91408e+06	5.28121	0.357197
GCF_000154105.1_ASM15410v1	4433047	4.43278e+06	16975.3	754.772
GCF_000154125.1_ASM15412v1	6463699	6.46343e+06	478.998	14.6065
GCF_000154205.1_ASM15420v1	4717977	4.71771e+06	1.1964	0.0499828
GCF_000154305.1_ASM15430v1	3606016	3.60575e+06	803.916	43.9431
GCF_000154345.1_ASM15434v1	3270319	3.27005e+06	0	0
GCF_000154365.1_ASM15436v1	6557758	6.55749e+06	18.0715	0.543164
GCF_000154385.1_ASM15438v1	3127263	3.127e+06	185865	11715.1
GCF_000154425.1_ASM15442v1	3102397	3.10213e+06	1.01283	0.0643503
GCF_000154465.1_ASM15446v1	2550068	2.5498e+06	7.66149	0.592219
GCF_000154505.1_ASM15450v1	3620575	3.62031e+06	54.4593	2.96485
GCF_000154565.1_ASM15456v1	3719238	3.71897e+06	1.01208	0.0536372
GCF_000154825.1_ASM15482v1	2284653	2.28439e+06	0	0
GCF_000155205.1_ASM15520v1	2730345	2.73008e+06	0	0
GCF_000155815.1_ASM15581v1	4158670	4.1584e+06	6.2167	0.294651
