Genome	sample_14_nodup RPKM
GCF_000273785.1_Bact_unif_CL03T00C23_V1	1.041715
GCF_000467995.1_ASM46799v1	0
GCF_000160635.1_ASM16063v1	1.9236654
GCF_000091405.1_ASM9140v1	0.063979164
GCF_001688705.2_ASM168870v2	0
GCF_000371725.1_Clos_bolt_90A5_V1	0.14949335
GCF_000760655.1_Clos_orbi_1_3_50AFAA_V1	0
GCF_900111595.1_IMG-taxon_2606217760_annotated_assembly	0
GCF_002763845.1_ASM276384v1	0
GCF_001050435.1_ASM105043v1	0
GCF_000519985.1_ASM51998v1	0.25474355
GCF_900129165.1_IMG-taxon_2582581271_annotated_assembly	0
GCF_000224595.1_Prevotella_sp_C561_V1	0
GCF_000403275.1_Lach_bact_28-4_V1	4.6737123
GCF_000224615.1_Prev_oulo_F0390_V1	0
GCF_000701645.1_ASM70164v1	2.163463
GCF_900104155.1_IMG-taxon_2593339137_annotated_assembly	0
GCF_000382385.1_ASM38238v1	0
GCF_001547875.1_ASM154787v1	0
GCF_900100685.1_IMG-taxon_2654588145_annotated_assembly	0.41299942
GCF_001436945.1_ASM143694v1	2.957654
GCF_000262545.1_ASM26254v1	0
GCF_900111525.1_IMG-taxon_2606217815_annotated_assembly	0
GCF_900234395.1_JOUY54_assembly_v1	0.46572173
GCF_000466565.1_ASM46656v1	0
GCF_000410995.1_ASM41099v1	0.04057959
GCF_000503975.1_SJD2	0.031455893
GCF_900167225.1_IMG-taxon_2585428092_annotated_assembly	0
GCF_900157225.1_7BTORR	0.029722663
GCF_900103315.1_IMG-taxon_2623620459_annotated_assembly	0
GCF_900155865.1_PRJEB18812	0
GCF_002753935.1_ASM275393v1	0.03514396
GCF_000185825.1_ASM18582v1	0.3307504
GCF_000701665.1_ASM70166v1	0.29455253
GCF_000439065.1_ASM43906v1	0
GCF_002234575.2_ASM223457v2	0.07921091
GCF_900120195.1_PRJEB18016	0
GCF_000055945.1_ASM5594v1	0
GCF_000531655.1_E7	0
GCF_002549975.1_ASM254997v1	0
GCF_001073445.1_ASM107344v1	0
GCF_001553165.1_ASM155316v1	0
GCF_900157215.1_Strain_3-3	0.4942048
GCF_001717125.1_ASM171712v1	0.046272434
GCF_900103005.1_IMG-taxon_2599185234_annotated_assembly	0
GCF_900115795.1_IMG-taxon_2593339157_annotated_assembly	0
GCF_000379965.1_ASM37996v1	0
GCF_900142105.1_IMG-taxon_2585428153_annotated_assembly	0
GCF_000018685.1_ASM1868v1	0.19400519
GCF_000468015.1_ASM46801v1	0
GCF_000166035.1_ASM16603v1	0
GCF_000312305.1_ASM31230v1	0
GCF_001314265.1_ASM131426v1	0.15861757
GCF_000426305.1_ASM42630v1	0.8716283
GCF_900111325.1_IMG-taxon_2593339159_annotated_assembly	0
GCF_000424305.1_ASM42430v1	0
GCF_000953535.1_E5B	0
GCF_001282705.1_Dorea_massiliensis	0
GCF_001436015.1_ASM143601v1	0
GCF_000403315.2_Lach_bact_A2_V1	0
GCF_002180435.1_14207_7_48	0.038647212
GCF_000333275.1_ASM33327v1	0
GCF_900102065.1_IMG-taxon_2593339154_annotated_assembly	0
GCF_900101965.1_IMG-taxon_2675903020_annotated_assembly	0
GCF_002079325.1_ASM207932v1	0
GCF_000233955.1_ASM23395v1	0
GCF_000621825.1_ASM62182v1	0
GCF_001697285.1_ASM169728v1	0.113514796
GCF_900104335.1_IMG-taxon_2593339244_annotated_assembly	0.334188
GCF_900101835.1_IMG-taxon_2634166305_annotated_assembly	0.5812033
GCF_000371565.1_Clos_clos_90A4_V1	0.88615644
GCF_000766005.1_ASM76600v1	0
GCF_000371405.1_Clos_clos_CM201_V1	0.5674587
GCF_001808555.1_ASM180855v1	0
GCF_000234055.1_Prev_hist_F0411_V1	0
GCF_900196675.1_F2_97	0
GCF_900107575.1_IMG-taxon_2593339166_annotated_assembly	0
GCF_000374585.1_ASM37458v1	0
GCF_900103235.1_IMG-taxon_2593339151_annotated_assembly	0
GCF_000273725.1_Bact_cacc_CL03T12C61_V1	0
GCF_000163055.2_ASM16305v2	0
GCF_900184885.1_MOUSE_M89_JASPER.fnasta	0
GCF_002204455.1_ASM220445v1	0.031232873
GCF_900157265.1_A7A1-28	0.4071608
GCF_000507805.1_Rumi_gnav_CC55_001C_V1	0.3521651
GCF_900113995.1_IMG-taxon_2593339255_annotated_assembly	0
GCF_900096735.1_TFUB20	0
GCF_900109655.1_IMG-taxon_2651870358_annotated_assembly	0
GCF_000154345.1_ASM15434v1	0
GCF_900106845.1_PRJEB14233	0
GCF_002549905.1_ASM254990v1	0.4612545
GCF_000404205.1_ASM40420v1	0.043124683
GCF_000621405.1_ASM62140v1	0
