Genome	sample_41_nodup RPKM
GCF_000273785.1_Bact_unif_CL03T00C23_V1	0
GCF_000467995.1_ASM46799v1	0.31823006
GCF_000160635.1_ASM16063v1	0
GCF_000091405.1_ASM9140v1	0
GCF_001688705.2_ASM168870v2	0.07015535
GCF_000371725.1_Clos_bolt_90A5_V1	0
GCF_000760655.1_Clos_orbi_1_3_50AFAA_V1	0
GCF_900111595.1_IMG-taxon_2606217760_annotated_assembly	0
GCF_002763845.1_ASM276384v1	0
GCF_001050435.1_ASM105043v1	0
GCF_000519985.1_ASM51998v1	0.23820448
GCF_900129165.1_IMG-taxon_2582581271_annotated_assembly	0.06910487
GCF_000224595.1_Prevotella_sp_C561_V1	0
GCF_000403275.1_Lach_bact_28-4_V1	0
GCF_000224615.1_Prev_oulo_F0390_V1	0
GCF_000701645.1_ASM70164v1	0.20912203
GCF_900104155.1_IMG-taxon_2593339137_annotated_assembly	0
GCF_000382385.1_ASM38238v1	0
GCF_001547875.1_ASM154787v1	0
GCF_900100685.1_IMG-taxon_2654588145_annotated_assembly	0.0372078
GCF_001436945.1_ASM143694v1	14.5813055
GCF_000262545.1_ASM26254v1	0
GCF_900111525.1_IMG-taxon_2606217815_annotated_assembly	0
GCF_900234395.1_JOUY54_assembly_v1	4.176499
GCF_000466565.1_ASM46656v1	0
GCF_000410995.1_ASM41099v1	0
GCF_000503975.1_SJD2	0.21658863
GCF_900167225.1_IMG-taxon_2585428092_annotated_assembly	0
GCF_900157225.1_7BTORR	0.32620543
GCF_900103315.1_IMG-taxon_2623620459_annotated_assembly	0
GCF_900155865.1_PRJEB18812	0
GCF_002753935.1_ASM275393v1	0.17062226
GCF_000185825.1_ASM18582v1	0.119151585
GCF_000701665.1_ASM70166v1	0
GCF_000439065.1_ASM43906v1	0
GCF_002234575.2_ASM223457v2	0
GCF_900120195.1_PRJEB18016	0
GCF_000055945.1_ASM5594v1	0
GCF_000531655.1_E7	0
GCF_002549975.1_ASM254997v1	0
GCF_001073445.1_ASM107344v1	0
GCF_001553165.1_ASM155316v1	2.319105
GCF_900157215.1_Strain_3-3	0.1893423
GCF_001717125.1_ASM171712v1	0
GCF_900103005.1_IMG-taxon_2599185234_annotated_assembly	0
GCF_900115795.1_IMG-taxon_2593339157_annotated_assembly	0
GCF_000379965.1_ASM37996v1	0
GCF_900142105.1_IMG-taxon_2585428153_annotated_assembly	0
GCF_000018685.1_ASM1868v1	0
GCF_000468015.1_ASM46801v1	0
GCF_000166035.1_ASM16603v1	0
GCF_000312305.1_ASM31230v1	0
GCF_001314265.1_ASM131426v1	0.14277434
GCF_000426305.1_ASM42630v1	0.13984151
GCF_900111325.1_IMG-taxon_2593339159_annotated_assembly	0
GCF_000424305.1_ASM42430v1	0
GCF_000953535.1_E5B	0
GCF_001282705.1_Dorea_massiliensis	0
GCF_001436015.1_ASM143601v1	0
GCF_000403315.2_Lach_bact_A2_V1	0
GCF_002180435.1_14207_7_48	0
GCF_000333275.1_ASM33327v1	0
GCF_900102065.1_IMG-taxon_2593339154_annotated_assembly	0.27951583
GCF_900101965.1_IMG-taxon_2675903020_annotated_assembly	0
GCF_002079325.1_ASM207932v1	0.030768747
GCF_000233955.1_ASM23395v1	0
GCF_000621825.1_ASM62182v1	0
GCF_001697285.1_ASM169728v1	0.028111313
GCF_900104335.1_IMG-taxon_2593339244_annotated_assembly	0
GCF_900101835.1_IMG-taxon_2634166305_annotated_assembly	0
GCF_000371565.1_Clos_clos_90A4_V1	0.0369825
GCF_000766005.1_ASM76600v1	3.0607917
GCF_000371405.1_Clos_clos_CM201_V1	0.034445398
GCF_001808555.1_ASM180855v1	16.697693
GCF_000234055.1_Prev_hist_F0411_V1	0
GCF_900196675.1_F2_97	0
GCF_900107575.1_IMG-taxon_2593339166_annotated_assembly	0
GCF_000374585.1_ASM37458v1	0
GCF_900103235.1_IMG-taxon_2593339151_annotated_assembly	0.068294756
GCF_000273725.1_Bact_cacc_CL03T12C61_V1	0
GCF_000163055.2_ASM16305v2	0
GCF_900184885.1_MOUSE_M89_JASPER.fnasta	0.2733448
GCF_002204455.1_ASM220445v1	0.1748372
GCF_900157265.1_A7A1-28	0.16109376
GCF_000507805.1_Rumi_gnav_CC55_001C_V1	0
GCF_900113995.1_IMG-taxon_2593339255_annotated_assembly	0
GCF_900096735.1_TFUB20	0.13675289
GCF_900109655.1_IMG-taxon_2651870358_annotated_assembly	0
GCF_000154345.1_ASM15434v1	0.27718988
GCF_900106845.1_PRJEB14233	0
GCF_002549905.1_ASM254990v1	0
GCF_000404205.1_ASM40420v1	0.3767332
GCF_000621405.1_ASM62140v1	0
GCF_000621845.1_ASM62184v1	0
GCF_000620945.1_ASM62094v1	0
GCF_000235445.1_John_igna_ATCC_51276_V1	0
GCF_000157915.1_ASM15791v1	0
GCF_000403155.2_Bact_thet_dnLKV9_V1	0.10243192
GCF_900116875.1_IMG-taxon_2593339243_annotated_assembly	0
GCF_000622025.1_ASM62202v1	0
GCF_900128495.1_PRJEB18049	0
GCF_000487995.1_Muci_scha_ASF457_V1	0
GCF_000621785.1_ASM62178v1	0.14054614
GCF_900108375.1_IMG-taxon_2596583684_annotated_assembly	0
GCF_000621985.1_ASM62198v1	0
GCF_900119155.1_IMG-taxon_2593339149_annotated_assembly	0.07054785
GCF_000011065.1_ASM1106v1	0
GCF_900100095.1_IMG-taxon_2593339216_annotated_assembly	0
GCF_001543345.1_ASM154334v1	0
GCF_900107675.1_IMG-taxon_2693429854_annotated_assembly	0
GCF_000185705.2_Bilo_wads_3_1_6_V2	0.115561575
GCF_000384195.1_ASM38419v1	0.41766408
GCF_000154125.1_ASM15412v1	0.046187893
GCF_000195635.1_ASM19563v1	0
GCF_001688665.2_ASM168866v2	0
GCF_001553215.1_ASM155321v1	2.3207636
GCF_000307495.1_Para_merd_CL09T00C40_V1	0
GCF_000273315.1_Bact_xyla_CL03T12C04_V1	0
GCF_900114365.1_IMG-taxon_2651870357_annotated_assembly	0
GCF_000769475.1_ASM76947v1	0
GCF_001922325.1_ASM192232v1	0.2862704
GCF_000185545.1_ASM18554v1	0
GCF_900100465.1_IMG-taxon_2654588146_annotated_assembly	0
GCF_900109215.1_IMG-taxon_2654588124_annotated_assembly	0
GCF_000158075.1_ASM15807v1	0.69098735
GCF_000466485.1_ASM46648v1	0
GCF_000159995.1_ASM15999v1	0
GCF_900167385.1_IMG-taxon_2585428083_annotated_assembly	0
GCF_000482365.1_ASM48236v1	0
GCF_000238215.1_ASM23821v1	0
GCF_000403475.2_Lach_bact_3-2_V1	0
GCF_900112775.1_IMG-taxon_2599185221_annotated_assembly	0
GCF_900142115.1_IMG-taxon_2585428154_annotated_assembly	0
GCF_900099715.1_IMG-taxon_2593339241_annotated_assembly	0
GCF_900102475.1_IMG-taxon_2599185228_annotated_assembly	0
GCF_900101605.1_IMG-taxon_2595698227_annotated_assembly	0
GCF_900167555.1_IMG-taxon_2590828806_annotated_assembly	0
GCF_000396085.1_Ente_faec_B1933_V1	0
GCF_000798825.1_ZWU0011.1	0.1393599
GCF_000156675.1_ASM15667v1	0
GCF_000189595.1_Clos_symb_WAL_14163_V1	0
GCF_001434845.1_ASM143484v1	0
GCF_900141865.1_IMG-taxon_2585428091_annotated_assembly	0
GCF_000622085.1_ASM62208v1	0
GCF_000155205.1_ASM15520v1	0
GCF_000430565.1_ASM43056v1	0
GCF_000154205.1_ASM15420v1	0
GCF_900113155.1_IMG-taxon_2593339147_annotated_assembly	0.046300933
GCF_900081375.1_12641_2_43	0
GCF_000702245.1_ASM70224v1	0
GCF_001056335.1_ASM105633v1	0.048916183
GCF_000296465.1_Barn_inte_YIT_11860_V1	0.13432844
GCF_002254255.1_ASM225425v1	0.15303685
GCF_900078295.2_PRJEB13136	0
GCF_900176655.1_PRJEB20374	0
GCF_001011095.1_ASM101109v1	0
GCF_002257605.1_ASM225760v1	0
GCF_000307265.1_ASM30726v1	0.039805774
GCF_000586615.1_RaSY3	0.1392681
GCF_000423925.1_ASM42392v1	0.28858602
GCF_900130135.1_PRJEB18269	0
GCF_000403215.1_Lach_bact_A4_V1	0
GCF_000009925.1_ASM992v1	0.27864793
GCF_001435065.1_ASM143506v1	1.1175493
GCF_900100245.1_IMG-taxon_2606217752_annotated_assembly	0
GCF_000265365.1_ASM26536v1	0.6797946
GCF_001435835.1_ASM143583v1	0.15247992
GCF_900101165.1_IMG-taxon_2619619006_annotated_assembly	0.035832573
GCF_000429145.1_ASM42914v1	0.055986438
GCF_002179515.1_ASM217951v1	0
GCF_000374505.1_ASM37450v1	0.6028832
GCF_000403355.2_Ente_caec_B7_V1	0.033209
GCF_000160675.1_ASM16067v1	0
GCF_000702025.1_ASM70202v1	0
GCF_900114115.1_IMG-taxon_2622736590_annotated_assembly	0
GCF_001487105.1_Ruminococcus_phoceensis	0
GCF_000238055.2_Oribacterium_sp_ACB1_V2	0
GCF_900095495.1_B_ovatus_V975	0.048551496
